qnrnumb,visit,howoft,likenet,research,safeweb,goodtool,notouse,another,likeproc,hassle,visits,friend,billbrd,banner,surfing,sengine,tv,theater,nwspaper,other,easyuse,helpful,positive,useonly,influenc,secure,didbuy,better,howmuch,safe,wanttest,price,tradein,handson,checkit,noweeks,worth,sticker,actual,age,marital,children,educate,race,income,gender
1069.0,Yes,Occasionally,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Strongly Disagree,Neutral,5.0,No,No,Yes,No,Yes,No,No,No,No,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,No,,,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,7.0,2000.0,10000.0,9000.0,25.0,Married,2.0,Less than high school,Caucasian,"$50,000 - $65,000",Female
1070.0,Yes,Very often,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,11.0,No,No,No,Yes,Yes,Yes,No,No,No,Neutral,Disagree,Agree,Neutral,Agree,Neutral,No,,,Strongly Disagree,Agree,Strongly Disagree,Neutral,Agree,Disagree,1.0,12000.0,18000.0,15000.0,27.0,Married,0.0,Some college,Asian,"$80,000 - $95,000",Male
1071.0,Yes,Almost never,Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,7.0,No,Yes,No,No,No,No,No,No,No,Strongly Agree,Agree,Neutral,Strongly Disagree,Neutral,Neutral,No,,,Strongly Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,7.0,11000.0,15000.0,13000.0,51.0,Single,,High school,Caucasian,"$80,000 - $95,000",Male
1072.0,Yes,Very often,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,12.0,No,No,Yes,No,No,Yes,No,No,No,Strongly Agree,Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,1.0,9000.0,14000.0,12000.0,29.0,Single,,Some college,Black,"$80,000 - $95,000",Male
1073.0,Yes,Often,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,5.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Yes,Yes,A great deal better,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,2.0,13000.0,19000.0,15000.0,38.0,Married,1.0,Other,Caucasian,"Over $110,000",Female
1074.0,Yes,Often,Agree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,9.0,No,No,No,No,Yes,No,No,No,No,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Yes,Yes,A great deal better,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,5.0,14000.0,18000.0,15000.0,38.0,Married,2.0,Other,Black,"Over $110,000",Male
1075.0,Yes,Often,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,9.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Disagree,Neutral,Agree,Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,5.0,12000.0,16000.0,14000.0,36.0,Married,2.0,Graduate degree,Caucasian,"$35,000 - $50,000",Male
1076.0,Yes,Never,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,4.0,No,No,Yes,Yes,No,No,No,No,No,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Yes,Yes,Much better,Disagree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,1.0,2000.0,10000.0,7000.0,45.0,Divorced,2.0,Less than high school,Asian,"$65,000 - $80,000",Male
1077.0,Yes,Occasionally,Disagree,Agree,Neutral,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,6.0,No,No,No,Yes,Yes,Yes,No,No,No,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,No,,,Strongly Disagree,Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,3.0,14000.0,20000.0,18000.0,41.0,Married,3.0,Graduate degree,Asian,"Over $110,000",Male
1078.0,Yes,Occasionally,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Agree,9.0,No,No,Yes,Yes,Yes,No,No,No,No,Strongly Agree,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Agree,No,,,Neutral,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,1.0,11000.0,18000.0,16000.0,39.0,Single,,Less than high school,Hispanic,"$50,000 - $65,000",Male
1079.0,Yes,Almost never,Disagree,Neutral,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,6.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Neutral,Yes,No,,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,1.0,,21000.0,17000.0,39.0,Married,2.0,Some college,Black,"$80,000 - $95,000",Male
1080.0,Yes,Almost never,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Disagree,5.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Disagree,Neutral,Neutral,Agree,Agree,No,,,Strongly Agree,Neutral,Strongly Disagree,Disagree,Agree,Disagree,2.0,,10000.0,7000.0,41.0,Single,,High school,Caucasian,"$35,000 - $50,000",Female
1081.0,Yes,Often,Agree,Agree,Agree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,13.0,No,No,No,Yes,No,No,No,No,No,Agree,Strongly Agree,Agree,Disagree,Neutral,Strongly Agree,No,,,Strongly Disagree,Strongly Agree,Agree,Neutral,Disagree,Neutral,1.0,10000.0,14000.0,11000.0,60.0,Married,1.0,Less than high school,Black,"$50,000 - $65,000",Male
1082.0,Yes,Almost never,Disagree,Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,1.0,No,No,No,No,Yes,Yes,No,No,No,Disagree,Neutral,Disagree,Disagree,Agree,Agree,No,,,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,2.0,6000.0,10000.0,7000.0,41.0,Married,3.0,High school,Caucasian,"$35,000 - $50,000",Female
1083.0,Yes,Never,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Disagree,Strongly Disagree,Disagree,2.0,No,No,Yes,No,No,No,No,No,No,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Agree,Yes,Yes,A great deal better,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,9.0,10000.0,14000.0,11000.0,48.0,Single,,Some college,Hispanic,"$80,000 - $95,000",Male
1084.0,Yes,Almost never,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,6.0,No,No,No,No,No,No,No,No,No,Strongly Disagree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,3.0,5000.0,10000.0,8000.0,33.0,Single,,Less than high school,Caucasian,"Under $35,000",Male
1085.0,Yes,Occasionally,Neutral,Agree,Neutral,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,4.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Disagree,Agree,Agree,Strongly Disagree,Neutral,Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,8.0,,10000.0,8000.0,22.0,Divorced,4.0,High school,Caucasian,"$50,000 - $65,000",Female
1086.0,Yes,Occasionally,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Agree,4.0,Yes,No,No,No,Yes,Yes,No,No,No,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Disagree,Agree,Agree,Neutral,Strongly Agree,Disagree,1.0,1000.0,10000.0,7000.0,35.0,Separated,0.0,Some college,Caucasian,"$65,000 - $80,000",Male
1087.0,Yes,Often,Neutral,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,9.0,No,No,No,No,No,No,No,No,No,Agree,Neutral,Disagree,Strongly Disagree,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Disagree,6.0,11000.0,17000.0,15000.0,32.0,Single,,High school,Black,"$65,000 - $80,000",Male
1088.0,Yes,Almost never,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,6.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,No,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,2.0,15000.0,20000.0,19000.0,43.0,Married,2.0,High school,Caucasian,"$80,000 - $95,000",Female
1089.0,Yes,Often,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,7.0,No,No,No,Yes,Yes,No,No,No,No,Agree,Agree,Disagree,Strongly Disagree,Agree,Neutral,No,,,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,1.0,19000.0,22000.0,20000.0,29.0,Married,1.0,Graduate degree,Hispanic,"Over $110,000",Male
1090.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,2.0,No,No,No,Yes,Yes,Yes,No,No,No,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Yes,Yes,Much better,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,2.0,6000.0,11000.0,7000.0,30.0,Single,,Less than high school,Caucasian,"$35,000 - $50,000",Female
1091.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,3.0,No,No,No,No,No,No,No,No,No,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,No,,,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,3.0,12000.0,17000.0,15000.0,24.0,Single,,High school,Caucasian,"$65,000 - $80,000",Male
1092.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,1.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Yes,Yes,Much better,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,2.0,1000.0,10000.0,7000.0,37.0,Married,0.0,Some college,Caucasian,"Under $35,000",Female
1093.0,Yes,Often,Neutral,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,9.0,No,No,No,Yes,Yes,No,No,No,No,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Yes,Yes,Just a bit better,Agree,Strongly Agree,Neutral,Disagree,Agree,Strongly Disagree,1.0,12000.0,16000.0,13000.0,34.0,Divorced,2.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
1094.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,2.0,No,No,No,No,Yes,No,No,No,No,Neutral,Neutral,Neutral,Disagree,Agree,Strongly Agree,No,,,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,4.0,11000.0,17000.0,14000.0,44.0,Single,,High school,Hispanic,"$80,000 - $95,000",Male
1095.0,Yes,Almost never,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Agree,6.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Neutral,Disagree,Neutral,Agree,Strongly Agree,No,,,Agree,Agree,Disagree,Neutral,Agree,Strongly Disagree,6.0,17000.0,22000.0,20000.0,40.0,Single,,Some college,Asian,"$80,000 - $95,000",Male
1096.0,Yes,Almost never,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,7.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,No,,,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,2.0,14000.0,18000.0,16000.0,38.0,Married,3.0,Some college,Asian,"$80,000 - $95,000",Female
1097.0,Yes,Almost never,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,5.0,Yes,No,No,No,Yes,No,No,No,No,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,3.0,4000.0,10000.0,7000.0,45.0,Single,,Undergraduate degree,Black,"$35,000 - $50,000",Female
1098.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,5.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Yes,Yes,A great deal better,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Neutral,1.0,18000.0,25000.0,22000.0,50.0,Single,,Some college,Asian,"$95,000 - $110,000",Male
1099.0,Yes,Almost never,Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,6.0,No,No,Yes,Yes,Yes,Yes,No,No,No,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Strongly Agree,No,,,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,1.0,5000.0,10000.0,8000.0,34.0,Separated,4.0,Less than high school,Caucasian,"$50,000 - $65,000",Male
1100.0,Yes,Very often,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,13.0,No,No,No,No,No,Yes,No,No,No,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,No,,,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,3.0,13000.0,17000.0,16000.0,37.0,Married,1.0,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
1101.0,Yes,Almost never,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly Agree,4.0,No,No,No,Yes,Yes,No,No,No,No,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,No,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,5.0,14000.0,19000.0,17000.0,44.0,Married,2.0,Undergraduate degree,Black,"Over $110,000",Male
1102.0,Yes,Occasionally,Agree,Agree,Neutral,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,7.0,No,No,No,No,No,No,No,No,No,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,No,,,Agree,Agree,Agree,Neutral,Agree,Neutral,1.0,15000.0,20000.0,19000.0,26.0,Married,3.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
1103.0,Yes,Occasionally,Neutral,Agree,Neutral,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,6.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Yes,Yes,A great deal better,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,2.0,7000.0,14000.0,9000.0,29.0,Married,1.0,High school,Caucasian,"$50,000 - $65,000",Female
1104.0,Yes,Often,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,12.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,1.0,14000.0,20000.0,18000.0,38.0,Single,,Some college,Caucasian,"$80,000 - $95,000",Male
1105.0,Yes,Almost never,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,6.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,No,,,Neutral,Strongly Agree,Agree,Agree,Disagree,Disagree,1.0,16000.0,22000.0,19000.0,52.0,Married,1.0,Other,Caucasian,"Over $110,000",Male
1106.0,Yes,Very often,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,10.0,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,No,,,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,3.0,5000.0,10000.0,8000.0,24.0,Divorced,1.0,Undergraduate degree,Caucasian,"Under $35,000",Male
1107.0,Yes,Occasionally,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,7.0,No,No,Yes,No,Yes,No,No,No,No,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Neutral,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,5.0,3000.0,10000.0,8000.0,36.0,Divorced,2.0,Some college,Caucasian,"$65,000 - $80,000",Male
1108.0,Yes,Often,Neutral,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,7.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Yes,Yes,A great deal better,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,5.0,8000.0,12000.0,8000.0,45.0,Divorced,3.0,High school,Caucasian,"$80,000 - $95,000",Female
1109.0,Yes,Very often,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,12.0,No,No,Yes,Yes,Yes,Yes,No,No,No,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Yes,Yes,Just a bit better,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,3.0,6000.0,13000.0,9000.0,33.0,Married,2.0,Some college,Asian,"$80,000 - $95,000",Male
1110.0,Yes,Almost never,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,3.0,No,No,No,Yes,No,No,No,No,No,Strongly Agree,Agree,Neutral,Strongly Disagree,Agree,Neutral,No,,,Neutral,Strongly Agree,Agree,Neutral,Neutral,Disagree,1.0,11000.0,17000.0,15000.0,42.0,Single,,Some college,Caucasian,"$80,000 - $95,000",Male
1111.0,Yes,Often,Agree,Agree,Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,16.0,No,No,No,No,Yes,No,No,No,No,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,No,,,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,1.0,11000.0,16000.0,15000.0,42.0,Single,,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
1112.0,Yes,Occasionally,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Agree,6.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Neutral,Agree,Disagree,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,2.0,1000.0,10000.0,8000.0,25.0,Married,3.0,High school,Caucasian,"Under $35,000",Female
1113.0,Yes,Occasionally,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Agree,9.0,No,No,Yes,No,Yes,No,No,No,No,Strongly Agree,Neutral,Disagree,Neutral,Agree,Strongly Agree,No,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,1.0,,10000.0,8000.0,34.0,Married,0.0,Less than high school,Black,"Under $35,000",Male
1114.0,Yes,Occasionally,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,10.0,No,No,No,Yes,Yes,Yes,No,No,Yes,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Yes,Yes,Much better,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,4.0,1000.0,10000.0,6000.0,46.0,Married,2.0,Other,Black,"$50,000 - $65,000",Female
1115.0,Yes,Often,Agree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Agree,Disagree,7.0,No,No,Yes,Yes,No,No,No,No,Yes,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,4.0,9000.0,15000.0,12000.0,25.0,Divorced,1.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
1116.0,Yes,Never,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,4.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Yes,Yes,A great deal better,Strongly Disagree,Strongly Agree,Disagree,Agree,Neutral,Strongly Disagree,1.0,2000.0,10000.0,6000.0,43.0,Single,,Some college,Caucasian,"$35,000 - $50,000",Male
1117.0,Yes,Often,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,8.0,No,No,Yes,No,Yes,No,No,No,No,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,1.0,10000.0,14000.0,12000.0,31.0,Divorced,3.0,Less than high school,Caucasian,"$50,000 - $65,000",Male
1118.0,Yes,Almost never,Disagree,Neutral,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,7.0,No,No,No,No,No,Yes,No,No,No,Agree,Neutral,Agree,Strongly Disagree,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,2.0,9000.0,12000.0,10000.0,57.0,Divorced,2.0,Some college,Caucasian,"$35,000 - $50,000",Male
1119.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Neutral,5.0,No,Yes,No,Yes,Yes,No,No,No,No,Strongly Agree,Neutral,Strongly Disagree,Disagree,Agree,Strongly Agree,No,,,Neutral,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,5.0,9000.0,14000.0,12000.0,40.0,Divorced,0.0,Some college,Caucasian,"$35,000 - $50,000",Female
1120.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,1.0,No,No,No,No,Yes,Yes,No,No,No,Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,No,,,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,2.0,8000.0,13000.0,11000.0,36.0,Single,,High school,Caucasian,"$65,000 - $80,000",Female
1121.0,Yes,Very often,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,11.0,No,No,No,No,Yes,Yes,No,No,No,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Yes,Yes,Somewhat better,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,5.0,11000.0,15000.0,11000.0,36.0,Married,1.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
1122.0,Yes,Very often,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,7.0,No,No,No,Yes,Yes,Yes,No,No,No,Neutral,Disagree,Disagree,Neutral,Neutral,Strongly Agree,No,,,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,3.0,18000.0,21000.0,19000.0,32.0,Married,0.0,Graduate degree,Caucasian,"Over $110,000",Male
1123.0,Yes,Occasionally,Neutral,Agree,Neutral,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,7.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,6.0,8000.0,13000.0,11000.0,49.0,Married,0.0,Less than high school,Caucasian,"$50,000 - $65,000",Male
1124.0,Yes,Occasionally,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,2.0,No,No,Yes,No,Yes,No,No,No,No,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Somewhat better,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,2.0,7000.0,10000.0,6000.0,38.0,Divorced,2.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Female
1125.0,Yes,Often,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,7.0,No,No,No,No,No,Yes,No,Yes,No,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Neutral,No,,,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,5.0,7000.0,12000.0,10000.0,41.0,Married,0.0,Graduate degree,Caucasian,"$35,000 - $50,000",Male
